index,predicao
470,114469.60723660688
471,60775.79847123348
472,188281.70566555593
473,55512.68145056494
474,117498.86817265872
475,71015.83609570767
476,145925.82957909818
477,129900.53453211233
478,135149.10238133406
479,235345.56042987268
480,209427.3456430212
481,88510.59160441173
482,170740.0628130936
483,281348.53878845694
484,96936.33816534416
485,142700.453106035
486,139055.41651147872
487,78857.39924500142
488,173086.57887652036
489,122294.95601941053
490,116405.100727193
491,272836.5230295317
492,129056.6625429292
493,130815.36773419839
494,95031.60030980561
495,130448.92985282588
496,85143.28370970601
497,75851.01921517408
498,214687.90632067077
499,138827.96972290796
500,151452.46742636547
501,82447.59103533388
502,119648.19628842406
503,97172.60994729727
504,82976.97426579407
505,168373.32288559407
506,220880.34083421086
507,145260.8704911732
508,102625.580914407
509,166814.65190586518
510,84309.52403257153
511,115255.22018211243
512,302622.0717869729
513,46618.85553492319
514,180292.14227148355
515,75825.12266186907
516,81066.21068448262
517,142123.34254725647
518,97106.53498823469
519,73180.56624166739
520,62379.50130339519
521,121443.85165678816
522,85059.58644704687
523,167593.00722740314
524,61698.23641051284
525,75339.13859305593
526,228922.9747304669
527,150737.82934523313
528,82662.75408511425
529,83325.01493074067
530,163761.3958248209
531,81289.66288522555
532,156874.70165477332
533,245769.29284871777
534,105882.15433578826
535,163919.71724602123
536,147427.32812198863
537,89781.52979628966
538,229137.27950040167
539,105567.52058327317
540,146917.10405491508
541,198147.61707453214
542,390393.1929119202
543,67370.70377486355
544,213211.25940232666
545,69225.5827066877
546,102062.89543825686
547,86372.48788272172
548,120187.15190930631
549,93428.69261477141
550,162855.3643088831
551,150563.2565713256
552,82493.18898218907
553,127002.31021705345
554,439966.38388257555
555,75779.56499883957
556,127133.24975681605
557,111535.82995769792
558,183757.35517082206
559,96705.21899717406
560,77530.0914568361
561,141387.50470158827
562,137579.4043475246
563,172330.10650552553
564,113645.008616274
565,94598.56493008112
566,117941.41795405479
567,133829.05364603328
568,78772.72346858072
569,404896.04434556625
570,209814.84479970834
571,136885.55235794673
572,189814.2310388392
573,99220.60912037472
574,132141.4140242357
575,176072.24694123626
576,260513.7108347702
577,69152.9918486695
578,396113.6627335974
579,142100.29961814533
580,285671.94921038044
581,95307.61982174982
582,87814.70815034096
583,84341.39726299362
584,153817.78223329692
585,154011.33266991773
586,233244.41388080665
587,86393.51694242601
588,71164.81002354638
589,125264.40231465975
590,159362.44226929476
591,53731.38665692844
592,83347.42652506237
593,325768.1721429018
594,35528.15163360275
595,151938.2185867608
596,148405.32665030655
597,260400.65058346034
598,95687.87210436758
599,112914.85005241787
600,111639.8386009555
601,154323.34246658065
602,224319.46749616272
603,275488.93928449287
604,77846.3185972746
605,135012.83385563755
606,131156.88168216642
607,164269.12641266137
608,77502.64099783423
609,131610.88597246795
610,90987.83159866597
611,210411.39807432875
612,305910.464297804
613,46681.1470764601
614,150785.27461979561
615,80214.00132943991
616,102422.91032153442
617,78049.57329586417
618,171886.95655351516
619,78884.87446043777
620,135741.1635823259
621,80168.28619914301
622,170395.5689428044
623,131845.98908830085
624,51774.794844201766
625,131150.02171545546
626,85285.00379612578
627,75682.55766326211
628,183511.98043370468
629,215523.7350543952
630,126479.45623527771
631,350648.57797342935
632,132847.4637359458
633,89096.50222927656
634,140841.80156248668
635,87893.88779781174
636,104734.04369357508
637,46915.42949877449
638,84395.95746237837
639,103712.9714042561
640,112859.78020681428
641,122698.67965771715
642,80571.84616263572
643,141042.38868101817
644,85919.81930937212
645,305785.29486056545
646,84857.29775277132
647,87320.11394244406
648,280375.33828385716
649,116582.06026820111
650,127974.99599110264
651,102542.07020425485
652,136599.44830605897
653,220753.99473049826
654,50365.07931548482
655,73502.47521293467
656,102807.80014279758
657,135228.03529296195
658,173557.64054413154
659,46054.18789033325
660,99929.37891652194
661,170632.57148575637
662,78144.27764488834
663,77150.29133279872
664,219268.977837932
665,65303.49384743758
666,144747.70697294833
667,367052.9835374782
668,88652.30008858122
669,129980.93443391641
670,145190.09595161918
671,132578.45322656218
672,157772.56842781013
673,64812.12918228938
674,50638.45658751796
675,108992.57116472343
676,149069.6180534424
677,82584.01884409763
678,101925.15973861134
679,48414.608426784864
680,87771.60133519549
681,286898.2402985375
682,191254.7086753309
683,84314.718870426
684,259203.18403209985
685,161111.37714687927
686,128749.09420403447
687,99903.1678855836
688,150655.13672135962
689,183478.8017123296
690,67200.77270389092
691,119680.59744819933
692,375735.4877226913
693,119547.50529544662
694,66795.6057054082
695,160776.5587796367
696,300062.2927652368
697,91599.95100241252
698,129462.312696507
699,136723.46712789012
700,74613.7671324945
701,101431.86017510058
702,203139.77516747115
703,94715.01098766246
704,63932.90915121606
705,123825.57604011454
706,203447.87674478002
707,102763.35430223926
708,98462.50261764503
709,119430.06236934595
710,131167.64416521054
711,132361.39490175457
712,155037.456178506
713,459908.03373915964
714,54910.53273350411
715,118837.95446744394
716,68329.3998834749
717,93383.7561730698
718,113488.07033585566
719,146831.53217027022
720,241268.8158552885
721,99169.66512056449
722,388439.9078794391
723,357824.6706436359
724,219916.79831156702
725,87583.03432929132
726,266088.6004273751
727,141369.4968420326
728,88475.6127710038
729,98405.52992883656
730,102009.48579100671
731,241309.9611275875
732,55461.39477659457
733,112659.23303006073
734,366566.9993687037
735,86832.12027558956
736,325006.26200843765
737,94978.71676776597
738,74894.6008545477
739,92734.52075407589
740,269263.16283694527
741,89023.98454316892
742,118301.10786536647
743,146300.84133847168
744,358652.6161366883
745,263933.67839716846
746,139277.69189076388
747,89127.53650648575
748,116366.0823073393
749,97075.6555340807
750,211979.06989507965
751,81039.26292776033
752,152179.59435436706
753,134286.44543372604
754,229777.58675754114
755,254234.11088630575
756,127492.46058898873
757,129959.11226842245
758,74200.98083925745
759,46094.69071823373
760,86246.1471135729
761,39749.862716968164
762,97161.59700873854
763,216438.8353590073
764,112821.88202942137
765,85062.25577251376
766,69200.94436761877
767,119288.72456804059
768,281914.9790989631
769,248224.41546045017
770,66441.5150506195
771,78762.28494956871
772,287917.15629640856
773,77490.21538156258
774,159617.81526446436
775,116746.58632424888
776,194717.30584080474
777,437182.12648209004
778,110130.99198060088
779,58240.45739276658
780,152488.2244665723
781,71408.79472964928
782,45263.62561739758
783,95152.1319724252
784,126523.74195834491
785,88719.73863264045
786,126908.67764786995
787,96760.27344708546
788,151787.4000091076
789,87567.07215072651
790,147637.7822581168
791,199611.74736440473
792,55794.05721774485
793,69279.91277139816
794,274955.6660898105
795,206956.58308270999
796,71121.24482439015
797,55428.07628880424
798,91628.55230422186
799,76262.35449321616
800,63707.69625753846
801,144070.123505679
802,401784.77480556205
803,80666.10354292118
804,261099.95516827746
805,61360.440557772716
806,116829.88670294938
807,90626.45506512026
808,170587.65567042012
809,147271.16228916773
810,56045.99784141813
811,61114.067074281294
812,215726.26608661632
813,84772.4563916041
814,248102.85619122264
815,250867.91618465434
816,115094.54104127614
817,160276.27264023887
818,132213.89278950778
819,163463.25158608195
820,79207.34021507994
821,92286.13488327306
822,111254.14581925211
823,147084.31432014788
824,151376.91463576572
825,126527.34733986245
826,74551.5369409581
827,542272.310474746
828,107362.07999093257
829,128447.696200171
830,119646.55693107171
831,126491.58184651285
832,152559.6490498787
833,77975.60225743988
834,102482.52078331776
835,90209.17630923174
836,136352.85187698595
837,109295.40287770273
838,148995.14762490918
839,76685.65817339564
840,128845.6939799592
841,90572.76964069158
842,259316.30247278977
843,146608.11575910242
844,138922.29453892473
845,76182.37335673074
846,105552.08619676628
847,72141.87002286346
848,112595.5095879581
849,164474.74289593316
850,88773.94650105227
851,164892.57266468703
852,119026.75257706475
853,120138.96509110677
854,147799.89576519225
855,259791.13459993794
856,44768.38612160252
857,125189.8425456364
858,199012.7278244684
859,130925.25992374169
860,97937.74196018839
861,87459.62958791615
862,285720.8128684945
863,260985.5031745581
864,70093.39361855428
865,105251.29182989219
866,273175.3389123821
867,45281.32816720139
868,76784.16911878958
869,123919.58624508181
870,118274.73470732113
871,104365.1715808103
872,144101.73638478728
873,164437.41202320822
874,120689.88323499793
875,145415.2144079659
876,74672.16372618733
877,59353.86148519745
878,107184.55106158566
879,100264.53502778136
880,68019.99979171104
881,132668.6968888909
882,175246.58675909293
883,123207.73021290763
884,285461.6812391858
885,138040.52381316674
886,153843.6950732794
887,218277.3991862384
888,95065.19742563633
889,132779.7591488397
890,71908.5555712409
891,71992.66965600077
892,63636.11350853934
893,138548.83437727008
894,281077.47325239587
895,62906.98709326568
896,344870.0798138308
897,118978.91028371287
898,316888.91347896354
899,129494.56221019801
900,194639.99568859086
901,231072.76728477422
902,80633.61735564929
903,143290.9748986307
904,69852.17339617648
905,198763.70353536945
906,79508.45527469482
907,129132.99657693895
908,270986.2393021723
909,98984.91681634022
910,66867.06812047346
911,166962.1318508484
912,159263.48950596608
913,254300.22523058474
914,162825.04078690332
915,59636.15403940772
916,151335.02190458647
917,109846.18040137617
918,62399.82796121123
919,153417.4183481491
920,189797.2114951826
921,55573.34662461125
922,143607.22812365065
923,94141.73816777774
924,155009.11337573145
925,134917.9240477549
926,80699.09939303756
927,220792.98364128798
928,143735.1155326426
929,42109.70397280129
930,69889.83147384206
931,108755.59402832967
932,73608.3115106931
933,201087.18603904307
934,389050.57093666896
935,76379.33140900922
936,84221.80026070579
937,159953.86115986857
938,83825.03994718769
939,135405.37650708653
940,92701.00992297941
941,278568.5556387869
942,87138.9386025687
943,129634.46938184793
944,65750.07788539537
945,75125.79079286789
946,138995.45742743448
947,78369.16055163599
948,250573.53695426177
949,46930.01308820492
950,99602.47029374367
951,109150.34143109861
952,177631.8417495396
953,71939.0192473198
954,139089.3134522069
955,95926.45670885695
956,99617.6868039703
957,100904.31429145903
958,80509.10565801602
959,159399.93831095166
960,83048.5092649268
961,80151.73414382755
962,55709.05342115218
963,109655.751173056
964,67073.80281612655
965,84344.37613378145
966,136253.91274841368
967,142986.8227678871
968,87319.8023173726
969,44917.503690153855
970,302343.6322996656
971,145912.76844165314
972,170181.40972976352
973,84945.40796318844
974,163660.52958815166
975,179123.14698494223
976,164754.2378543715
977,74126.121542784
978,159401.63991452698
979,271647.7378899417
980,130116.11744613877
981,180103.62901449148
982,69182.98592185054
983,92862.98533390775
984,120703.56559963737
985,165057.59383032276
986,158563.05627469797
987,60086.40671793268
988,245714.46435213607
989,248342.4731186682
990,68792.95353117221
991,125264.80297764011
992,98189.60378055254
993,203639.8471791147
994,134176.3244350021
995,103669.37477955576
996,85701.71173782273
997,114898.16873359226
998,91057.11137674512
999,150892.77150604737
1000,132189.47550400943
1001,135289.01171086435
1002,249773.67793006107
1003,89183.6469298972
1004,53754.54021201133
1005,99311.06257577818
1006,100651.52043798605
1007,111007.84805908892
1008,118656.2637869914
1009,70605.94528435104
1010,123746.94899327435
1011,105864.38354020588
1012,51634.43084193798
1013,36828.87236566903
1014,155298.78162112585
1015,97973.1330326848
1016,72743.61303798106
1017,89307.18551960267
1018,106642.5107266622
1019,377469.5454311491
1020,111071.01658141917
1021,144817.48694967595
1022,243278.79759810754
1023,118047.76076170083
1024,121227.49423083026
1025,81783.50436556547
1026,221818.26129441202
1027,202154.79581027236
1028,248694.85577202745
1029,118042.72757281947
1030,306570.5064492516
1031,125653.67255652981
1032,75861.13599795433
1033,75061.47835676407
1034,113828.61616989809
1035,286662.088310122
1036,134551.86319094096
1037,95382.74504356753
1038,87721.87115352934
1039,119343.24732618578
1040,312896.60129747045
1041,257749.3109261425
1042,115454.05006673229
1043,133897.7250904478
1044,217592.35271684217
1045,134145.7679769279
1046,79798.44860535506
1047,109463.18209776357
1048,160553.7600337512
1049,541357.2856242608
1050,108850.73154247578
1051,179730.7439242701
1052,137746.15193329743
1053,43113.0174511729
1054,113883.75553716431
1055,126939.11425451163
1056,140095.71149125966
1057,181730.32211548957
1058,127922.52441468961
1059,229414.6855959163
1060,95022.21307768593
1061,108315.3320498018
1062,95142.65217948957
1063,132920.19640453003
1064,146593.5074301003
1065,36939.22190777627
1066,374370.50787351845
1067,233912.5195771118
1068,107276.65223934223
1069,71196.75118939593
1070,231136.5388958205
1071,89238.38329081745
1072,97872.19092186166
1073,286513.4684943358
1074,123366.06101635883
1075,146578.6259386432
1076,90440.60314779128
1077,120740.33008689461
1078,65399.239051138495
1079,62664.98719241338
1080,134897.78053871065
1081,81523.14628938088
1082,125250.17258613359
1083,114108.31957661978
1084,187672.65178074222
1085,130776.57588923447
1086,172567.17182553452
1087,148119.76951167954
1088,98209.32591641536
1089,105138.61667441789
1090,140606.58499504277
1091,150681.7660686056
1092,65760.0359381606
1093,84200.42950799788
1094,75598.08979273336
1095,324222.60303269053
1096,143328.6439643515
1097,66835.41310826539
1098,48922.56935642676
1099,229345.07802200675
1100,204197.7788614752
1101,61430.020144908696
1102,278037.7939930673
1103,157333.28767836993
1104,59839.60662429604
1105,64246.31037512883
1106,137637.4344414969
1107,121461.34397271895
1108,110307.46688773595
1109,224546.39115215655
1110,200938.3688807692
1111,341172.34300622495
1112,177424.22330961147
1113,123378.10018869463
1114,377700.19267820014
1115,93779.62413328818
1116,100034.64366168348
1117,62907.47137155827
1118,207100.14949687812
1119,152452.8967631322
1120,197937.6130774536
1121,153705.58905933506
1122,283028.4518121591
1123,152438.99684268894
1124,128322.11616351063
1125,122888.38224218207
1126,120076.46386993473
1127,156787.50417249475
1128,185472.49198980234
1129,91481.37468817053
1130,148450.27761457668
1131,80223.84462804398
1132,59356.659134812566
1133,106216.12366679353
1134,89042.97754382741
1135,72838.42357193536
1136,123241.98096282719
1137,29152.322661676924
1138,108172.844092151
1139,115476.26771543197
1140,131929.12349900146
1141,83766.30474315192
1142,88620.57577157998
1143,105221.40251419022
1144,59934.28121679476
1145,214357.13774375722
1146,226719.0637687103
1147,131948.99636167492
1148,128677.67092057431
1149,195324.54476507724
1150,91294.2049023458
1151,62276.1041850733
1152,236762.4852250435
1153,78696.15022426311
1154,62972.78896298687
1155,124395.41512986145
1156,112538.16554100046
1157,132212.0957034132
1158,100404.39043614022
1159,84628.9190918998
1160,88263.3561039223
1161,55940.52297392892
1162,79151.11620283042
1163,145382.2152353283
1164,115186.29605417972
1165,150291.08040680445
1166,61659.1796298795
1167,123974.21672118967
1168,76833.08192746845
1169,144294.9510214126
1170,273865.80612323567
1171,291892.8961706154
1172,39598.16688617025
1173,174518.94679086783
1174,156760.71348882362
1175,133669.03438327796
1176,95832.86850800505
1177,69840.91001523234
1178,83555.32080787345
1179,116950.06244807059
1180,91189.7711465785
1181,146593.36987207923
1182,146209.4858221812
1183,49813.65414135606
1184,160800.60482079128
1185,104271.05760939725
1186,155294.37206944535
1187,173417.07970249117
1188,89397.89467748615
1189,43131.29389456383
1190,105381.72774725115
1191,245020.21365020768
1192,124709.73136499684
1193,144905.6131605255
1194,59875.08562084433
1195,133376.05522140636
1196,206938.3875541616
1197,111292.11854406515
1198,155125.17090561715
1199,82211.15134446262
1200,89229.89780139695
1201,171764.41611943697
1202,125014.86339701978
1203,292874.8480813611
1204,79073.24891810986
1205,80557.3693738819
1206,128153.61081624142
1207,117991.67540723551
1208,95876.20598549463
1209,127460.54611092934
1210,108412.57164294473
1211,116575.04942294637
1212,94681.43771114487
1213,97240.01242176576
1214,156218.15168077403
1215,123055.1467868341
1216,75635.64653976011
1217,265959.4199065858
1218,86231.73927548542
1219,131306.98476207693
1220,89720.00920869986
1221,86192.53308946914
1222,48718.276670253545
1223,315107.9376253809
1224,87049.0976474784
1225,162233.5716931268
1226,114222.46970338607
1227,71613.36780221273
1228,131780.24274787304
1229,223881.4540496017
1230,83281.76575352442
1231,262271.61126385734
1232,62061.95214837802
1233,148139.96670444752
1234,94998.5913455239
1235,91544.27016183425
1236,126277.48244607463
1237,147104.69124554662
1238,107884.41716010647
1239,81551.0874933012
1240,220290.80727051068
1241,101071.93566563791
1242,175915.30031780663
1243,127251.22220200622
1244,219467.26855158326
1245,224252.48895512518
1246,259542.00319476973
1247,164805.2934810197
1248,152452.20365903835
1249,60190.00885065352
1250,78178.89673286825
1251,117897.98699207244
1252,143125.10962628672
1253,95975.63344612293
1254,169034.69823827723
1255,76059.47125251107
1256,378027.1753307922
1257,221606.9313957517
1258,63063.20791107232
1259,81177.64576488323
1260,88661.07086314021
1261,112820.3257834616
1262,119955.62375649839
1263,66141.03216326833
1264,131635.07080861865
1265,101923.66075463902
1266,71726.92570492587
1267,69188.65076943501
1268,53665.76112591575
1269,154054.90653715827
1270,91237.02058377504
1271,78873.18855147823
1272,53990.06882421227
1273,154394.0753238102
1274,60398.22714706671
1275,103641.61942696128
1276,61174.43690825304
1277,90790.27198868943
1278,94523.71767595908
1279,252786.94744292297
1280,78759.55085374184
1281,117502.45260073004
1282,92079.11231961455
1283,108840.36881534278
1284,134670.70904834548
1285,370174.65123801713
1286,638763.0167882057
1287,99416.12438818073
1288,51259.88584703996
1289,148760.26771645035
1290,70095.50897977158
1291,92982.47937442476
1292,62580.20941883146
1293,85044.67387547981
1294,138128.0391054949
1295,85945.21819843393
1296,55361.60836088799
1297,58984.991357051855
1298,120165.6962033078
1299,69235.71514210613
1300,38229.77295486597
1301,137830.12600715383
1302,121641.61387858354
1303,74253.23070316423
1304,143576.73256899323
1305,94388.48185259695
1306,233242.96660449207
1307,67253.71545982036
1308,134976.10162623844
1309,191545.43740892812
1310,139355.47046647716
1311,157608.33903847833
1312,48610.31418383884
1313,313544.2161732692
1314,87981.28823567476
1315,165262.04415273876
1316,106596.72306610584
1317,121679.74790027147
1318,125549.38747049421
1319,158157.8176556169
1320,97815.95421113711
1321,86961.96808462529
1322,113618.27322343114
1323,44102.50247143193
1324,118448.58299363706
1325,294307.0699046569
1326,164024.10402226038
1327,154142.66085261828
1328,89814.65123048234
1329,82684.8458254727
1330,109222.64631127854
1331,147036.85914864708
1332,106023.46421588928
1333,289774.2703019123
1334,184966.2803518771
1335,122529.42900906986
1336,166279.5161049299
1337,109440.65022182983
1338,96410.94984660536
1339,215843.4439777446
1340,89633.50849637833
1341,276342.33842645935
1342,106697.37866403133
1343,120915.87610330118
1344,102842.330399957
1345,72983.09504459989
1346,270018.4441613238
1347,157436.37714122076
1348,72706.3407983905
1349,86371.4475544338
1350,75263.06340909452
1351,183339.13663831633
1352,131431.88792091445
1353,143318.60605991253
1354,106185.86669074761
1355,174205.82198991737
1356,219265.3444392897
1357,135390.70942589582
1358,49889.28307833708
1359,124780.02140007814
1360,71697.35512050627
1361,78600.37093541953
1362,170467.7334378984
1363,57951.676875947276
1364,229882.76511572502
